userID;description;typeofdirectuse;date;directrequired;directwaterquality;directlocation;directusage;indirectrequired;indirectquality;indirectlocation;indirectusage;notes
47;"Drank 32 oz of water ";Drinking;"2012-03-03 19:00:00";Required;Blue;"Albuquerque USA";0.25;N/A;N/A;Unknown;0;"Drank 32 oz of water throughout the day."
47;"Drove 14 miles ";Driving;"2012-03-03 19:00:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Albuquerque;6.02;"Drove 14 miles throughout the day.  My car gets 30mpg and 1 gallon of gas requires 12.9 gallons of water "
36;"Drove to and from work ";"gas usage";"2012-02-25 07:00:00";N/A;N/A;"Albuquerque USA";0;Required;N/A;Unknown;227;"drove 100 miles in the day went to work at midnight got out at eight then went to work at 4 and got out at 12. car gets 35 MPG"
36;Bathroom;"Toilet flush";"2012-02-25 12:45:00";Required;Green;"Albuquerque USA";3.75;N/A;N/A;Unknown;0;"three times during the day at 1.25 GPF"
36;"drinking water";Drinking;"2012-02-25 12:45:00";Required;Green;"Albuquerque USA";0.75;N/A;N/A;Unknown;0;
36;drive;"gas usage";"2012-02-26 13:00:00";N/A;Green;"Albuquerque USA";27;N/A;N/A;Unknown;0;"drove 10 miles at 35 MPG assuming 97 gallons for 1 gallon of gas"
36;shower;Shower;"2012-02-26 13:00:00";Required;Green;"Albuquerque USA";12.5;N/A;N/A;Unknown;0;"five minute shower at 2.5 GPM"
36;"Bathroom ";"Toilet flushes";"2012-02-26 13:00:00";Required;Green;"Albuquerque USA";5;N/A;N/A;Unknown;0;"four flushes at 1.25 Gallons per flush"
36;"water samples";"sampled water";"2012-03-04 13:00:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
36;cooking;Cooking;"2012-02-26 13:00:00";Required;Green;"Albuquerque USA";1.75;N/A;N/A;Unknown;0;
40;"Two loads of laundry";Hygiene;"2012-02-29 23:00:00";Required;Blue;"Albuquerque USA";70;N/A;N/A;Unknown;0;"That's my estimate based on information from the internet.  My washer is pretty old, so I assume it isn't very efficient.  "
52;"Flushing ";Indirect;"2012-02-25 16:15:00";Required;Blue;"Albuquerque USA";4;N/A;Blue;Unknown;0;
52;"Flushing ";Indirect;"2012-02-26 17:30:00";Required;Blue;"Albuquerque USA";0;N/A;N/A;Unknown;4;
52;"Flushing ";Domestic;"2012-02-27 15:30:00";Required;Blue;"Albuquerque USA";0;N/A;N/A;Unknown;4;
52;"Flushing ";Domestic;"2012-02-29 14:45:00";Required;Blue;"Albuquerque USA";0;N/A;Blue;Unknown;4;
52;"Flushing ";Domestic;"2012-03-02 15:45:00";Required;Blue;"Albuquerque USA";0;N/A;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-02-28 14:45:00";Required;Blue;"Albuquerque USA";0;N/A;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-03-01 15:45:00";Required;Blue;"Albuquerque USA";0;N/A;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-02-28 20:45:00";Required;Blue;"Albuquerque USA";0;N/A;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-03-01 20:45:00";Required;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-02-27 22:45:00";Required;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-02-29 23:00:00";Required;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-03-02 23:45:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-02-25 15:45:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-03-27 05:45:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-02-28 05:00:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-02-29 06:45:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-03-01 05:00:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-03-02 03:00:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-03-03 03:30:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;"Flushing ";Domestic;"2012-03-04 06:00:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Albuquerque;4;
52;shower;Shower;"2012-02-27 08:00:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;
52;shower;Shower;"2012-02-29 14:00:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;
52;shower;Shower;"2012-03-01 13:15:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;
52;shower;Shower;"2012-03-04 13:15:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;
52;Brushing;"brushing teeth";"2012-02-26 09:15:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
52;"brush teeth";"brushing teeth";"2012-03-26 08:15:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
52;"brush teeth";"brushing teeth";"2012-03-26 08:15:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
52;"brush teeth";"brushing teeth";"2012-02-29 09:15:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
52;"brush teeth";"brushing teeth";"2012-03-02 09:15:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
52;"brush teeth";"brushing teeth";"2012-03-03 21:15:00";Required;Blue;"Albuquerque USA";2;Required;Blue;Unknown;0;
52;drinking;Drinking;"2012-03-04 18:15:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;"for the whole week"
52;food;Food;"2012-02-25 18:15:00";Required;Blue;"Albuquerque USA";3000;N/A;N/A;Unknown;0;"As I live in the dorms I am assuming this number for each day"
52;food;Food;"2012-02-26 18:30:00";Required;Blue;"Albuquerque USA";30000;N/A;N/A;Unknown;0;"As I live in the dorms I am assuming this number for each day"
52;food;Food;"2012-02-27 18:30:00";Required;Blue;"Albuquerque USA";30000;N/A;N/A;Unknown;0;"As I live in the dorms I am assuming this number for each day"
52;food;Food;"2012-02-28 18:30:00";Required;Blue;"Albuquerque USA";30000;N/A;N/A;Unknown;0;"As I live in the dorms I am assuming this number for each day"
52;food;Food;"2012-02-29 18:30:00";Required;Blue;"Albuquerque USA";30000;N/A;N/A;Unknown;0;
52;food;Food;"2012-03-01 18:30:00";Required;Blue;"Albuquerque USA";30000;N/A;N/A;Unknown;0;"As I live in the dorms I am assuming this number for each day"
52;food;Food;"2012-03-03 18:30:00";Required;Blue;"Albuquerque USA";30000;N/A;N/A;Unknown;0;
52;food;Food;"2012-03-04 18:30:00";Required;Blue;"Albuquerque USA";30000;N/A;N/A;Unknown;0;
44;Shower;Shower;"2012-02-25 15:00:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;"An 8 minute shower"
44;Shower;Shower;"2012-02-26 17:30:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;"8 minute shower"
44;Shower;Shower;"2012-02-27 13:45:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;"8 minute shower"
44;Shower;Shower;"2012-02-28 13:45:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;
44;Shower;Shower;"2012-02-29 13:45:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;
44;Shower;Shower;"2012-02-29 13:45:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;
44;Shower;Shower;"2012-03-01 13:45:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;
44;Shower;Shower;"2012-03-02 13:45:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;
44;Shower;Shower;"2012-03-03 13:45:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;
44;Shower;Shower;"2012-03-04 17:00:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;
44;"Drinking and Cooking";"Drinking and cooking";"2012-02-25 20:00:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Aggregated Usage/Drinking for the day"
44;"Drinking and Cooking";"Drinking and cooking";"2012-02-26 20:15:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Aggregated Usage/Drinking for the day"
44;"Drinking and Cooking";"Drinking and cooking";"2012-03-04 20:15:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;
44;"Drinking and Cooking";"Drinking and cooking";"2012-02-27 20:15:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;
44;"Drinking and Cooking";"Drinking and cooking";"2012-02-28 20:15:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;
44;"Drinking and Cooking";"Drinking and cooking";"2012-02-29 20:15:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Aggregated Usage/Drinking for the day"
44;"Drinking and Cooking";"Drinking and cooking";"2012-03-01 20:15:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Aggregated Usage/Drinking for the day"
44;"Drinking and Cooking";"Drinking and cooking";"2012-03-02 20:15:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Aggregated Usage/Drinking for the day"
44;"Drinking and Cooking";"Drinking and cooking";"2012-03-03 20:30:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Aggregated Usage/Drinking for the day"
44;"Drinking and Cooking";"Drinking and cooking";"2012-03-04 20:30:00";Required;Unknown;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Aggregated Usage/Drinking for the day"
44;"Toilet flushes";toilet;"2012-02-25 20:30:00";Required;Unknown;"Albuquerque USA";21;N/A;N/A;Unknown;0;Aggregated
44;"Toilet flushes";toilet;"2012-02-26 20:45:00";Required;Unknown;"Albuquerque USA";21;N/A;N/A;Unknown;0;"Aggregated "
44;"Toilet flushes";toilet;"2012-02-27 20:45:00";Required;Unknown;"Albuquerque USA";21;N/A;N/A;Unknown;0;"Aggregated "
44;"Toilet flushes";toilet;"2012-02-28 20:45:00";Required;Unknown;"Albuquerque USA";21;N/A;N/A;Unknown;0;"Aggregated "
44;"Toilet flushes";toilet;"2012-02-29 20:45:00";Required;Unknown;"Albuquerque USA";21;N/A;N/A;Unknown;0;"Aggregated "
44;"Toilet flushes";toilet;"2012-03-02 20:45:00";Required;Unknown;"Albuquerque USA";21;N/A;N/A;Unknown;0;"Aggregated "
44;"Toilet flushes";toilet;"2012-03-03 20:45:00";Required;Unknown;"Albuquerque USA";21;N/A;N/A;Unknown;0;"Aggregated "
44;"Toilet flushes";toilet;"2012-03-04 20:45:00";Required;Unknown;"Albuquerque USA";21;N/A;N/A;Unknown;0;"Aggregated "
44;Dishwasher;"Washed Dishes";"2012-03-03 00:45:00";Required;Unknown;"Albuquerque USA";20;N/A;N/A;Unknown;0;
44;"Washed Clothes";"Washing Machine";"2012-03-02 02:00:00";Required;Unknown;"Albuquerque USA";30;N/A;N/A;Unknown;0;"3 loads of washing clothes"
56;"Daily water usage";all;"2012-02-28 00:15:00";Unsure;Green;"Albuquerque USA";73;N/A;N/A;Unknown;0;"This is the average gallons that i calculated within my daily log."
56;"Daily water usage";all;"2012-02-29 00:30:00";Unsure;Unknown;"Albuquerque USA";203;N/A;N/A;Unknown;0;"Average usage for tuesday much higher due to the amount i am driving to and from school"
56;"Daily water usage";all;"2012-03-01 00:30:00";Unsure;Unknown;"Albuquerque USA";84;N/A;N/A;Unknown;0;"Average usage with minimal driving"
56;"Daily water usage";all;"2012-03-02 00:30:00";Unsure;Unknown;"Albuquerque USA";115;N/A;N/A;Unknown;0;"Average usage high due to driving more, to and from work"
56;"Daily water usage";all;"2012-03-03 00:30:00";Unsure;Unknown;"Albuquerque USA";84;N/A;N/A;Unknown;0;"Average usage and minimal driving to and from work"
56;"Daily water usage";all;"2012-03-04 00:30:00";Unsure;Unknown;"Albuquerque USA";220;N/A;N/A;Unknown;0;"Average usage so high due to errands, cleaning the house and laundry."
35;Coffee;Food;"2012-02-28 15:00:00";Required;Blue;"Albuquerque USA";0.125;Required;Unknown;Unknown;73.92;
35;Coffee;Food;"2012-02-29 14:30:00";Required;Blue;"Albuquerque USA";0.125;Required;Blue;Unknown;73.92;
35;Coffee;Food;"2012-03-01 15:15:00";Required;Blue;"Albuquerque USA";0.125;Required;Blue;Unknown;73.92;
35;Coffee;Food;"2012-03-02 14:30:00";Required;Blue;"Albuquerque USA";0.125;Required;Blue;Unknown;73.92;
35;Coffee;Food;"2012-03-03 15:00:00";Required;Blue;"Albuquerque USA";0.125;Required;Blue;Unknown;73.92;
35;Coffee;Food;"2012-03-04 14:00:00";Required;Blue;"Albuquerque USA";0.125;Required;Blue;Unknown;73.92;
35;"Toilet Flushes 2/28/12";"Toilet flushes";"2012-02-29 05:00:00";Required;Blue;"Albuquerque USA";16;N/A;N/A;Unknown;0;
35;"Toilet Flushes 2/29/12";"Toilet flush";"2012-03-01 03:00:00";Required;Blue;"Albuquerque USA";17;N/A;N/A;Unknown;0;"Aggregation of toilet flushes over the day"
35;"Ran the dishwasher";Domestic;"2012-03-30 01:00:00";Required;Blue;"Albuquerque USA";10;Unsure;N/A;Unknown;0;"Based on an average use of 6-10 gallons for dishwashers after the year 2000 estimated in ""Dishwashing and Water Conservation: An Opportunity for Environmental Education"" at http://www.joe.org/joe/2003february/rb3.php."
35;"Ran the dishwasher";Domestic;"2012-03-05 00:00:00";Required;Blue;"Albuquerque USA";10;Unsure;N/A;Unknown;0;"Based on an average use of 6-10 gallons for dishwashers after the year 2000 estimated in ""Dishwashing and Water Conservation: An Opportunity for Environmental Education"" at http://www.joe.org/joe/2003february/rb3.php."
35;"Washed dishes in the sink";Domestic;"2012-02-28 13:30:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;"Calculated the sink slow at 1 gallon per minute, washed dishes for 5 minutes"
61;"daily toilet flushing ";"Toilet flushes";"2012-02-26 03:00:00";Required;Blue;"Albuquerque USA";35;Required;Unknown;Unknown;0;"this was the total amount for the day."
35;"Washed dishes in the sink";Domestic;"2012-03-01 02:00:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;"2 minutes of dishwashing, 1 gallon per minute"
35;"Washed dishes in the sink";Domestic;"2012-03-02 02:15:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;"Washed dishes for 5 minutes, one gallon per minute"
61;"daily toilet flushing ";"Toilet flushs";"2012-02-27 03:15:00";Required;Blue;"Albuquerque USA";25;Unsure;N/A;Unknown;0;"total daily toilet flushes "
35;"Washed dishes in the sink";Domestic;"2012-03-03 03:15:00";Required;Blue;"Albuquerque USA";7;N/A;N/A;Unknown;0;"Washed dishes for 7 minutes, one gallon per minute"
61;"daily toilet flushing ";"Toilet flushes";"2012-02-28 03:15:00";Required;Blue;"Albuquerque USA";30;Unsure;N/A;Unknown;0;"total daily toilet flushes "
35;"Washed dishes in the sink";Domestic;"2012-03-04 23:15:00";Required;Blue;"Albuquerque USA";2.5;N/A;N/A;Unknown;0;"Washed dishes 2.5 minutes, 1 gallon per minute"
61;"daily toilet flushing ";"Toilet flushes";"2012-02-29 03:15:00";Required;Blue;"Albuquerque USA";25;Unsure;N/A;Unknown;0;"total toilet flushes "
61;"daily toilet flushing ";"Toilet flushes";"2012-03-01 03:15:00";Required;Blue;"Albuquerque USA";25;Unsure;N/A;Unknown;0;"total daily flushes"
35;"Washed dishes in the sink";Domestic;"2012-03-04 03:15:00";Required;Blue;"Albuquerque USA";7;N/A;N/A;Unknown;0;"Washed dishes for 7 minutes, 1 gallon per minute"
61;"daily toilet flushing ";"Toilet flushes";"2012-03-02 03:15:00";Required;Blue;"Albuquerque USA";25;Unsure;N/A;Unknown;0;"total toilet flushes "
61;"daily toilet flushing ";"Toilet flushes";"2012-03-03 03:15:00";Required;Blue;"Albuquerque USA";30;Unsure;N/A;Unknown;0;"total toilet flushes"
35;"Toilet Flushes 3/1/12";"Toilet flush";"2012-03-02 03:00:00";Required;Blue;"Albuquerque USA";15;N/A;N/A;Unknown;0;"Aggregation of all toilet flushes for 3/1/12"
61;"shower ";Shower;"2012-02-26 03:15:00";Required;Blue;"Albuquerque USA";20;Unsure;N/A;Unknown;0;
35;"Toilet Flushes 3/2/12";"Toilet flush";"2012-03-03 03:15:00";Required;Blue;"Albuquerque USA";17;N/A;N/A;Unknown;0;"Aggregation of toilet flushes for 3/2/12"
35;"Toilet Flushes 3/3/12";"Toilet flush";"2012-03-04 03:15:00";Required;Blue;"Albuquerque USA";16;N/A;N/A;Unknown;0;"Aggregation of toilet flushes for 3/3/12"
35;"Toilet flushes 3/4/12";Domestic;"2012-03-05 03:15:00";Required;Blue;"Albuquerque USA";15;N/A;N/A;Unknown;0;"Aggregation of toilet flushes for 3/4/12"
61;shower;Shower;"2012-02-27 03:15:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;
61;shower;Shower;"2012-02-28 03:15:00";Required;Blue;"Albuquerque USA";20;Unsure;N/A;Unknown;0;
61;shower;Shower;"2012-02-29 03:15:00";Required;Blue;"Albuquerque USA";22.5;N/A;N/A;Unknown;0;
35;Shower;Hygiene;"2012-02-28 15:00:00";Required;Blue;"Albuquerque USA";15;N/A;N/A;Unknown;0;"10 minute shower, 1.5 gallons per minute"
35;Shower;Hygiene;"2012-02-29 15:15:00";Required;Blue;"Albuquerque USA";18;N/A;N/A;Unknown;0;"12 minute shower, 1.5 gallons per minute"
35;Shower;Hygiene;"2012-03-01 14:30:00";Required;Blue;"Albuquerque USA";16.5;N/A;N/A;Unknown;0;"11 minute shower, 1.5 gallons per minute"
35;Shower;Hygiene;"2012-03-02 14:45:00";Required;Blue;"Albuquerque USA";21;N/A;N/A;Unknown;0;"14 minute shower, 1.5 gallons per minute"
35;Shower;Hygiene;"2012-03-03 15:30:00";Required;Blue;"Albuquerque USA";15;N/A;N/A;Unknown;0;"10 minute shower, 1.5 gallons per minute"
35;Shower;Hygiene;"2012-03-04 16:00:00";Required;Blue;"Albuquerque USA";16.5;N/A;N/A;Unknown;0;"11 minute shower, 1.5 gallons per minute"
35;Shower;Hygiene;"2012-03-04 16:00:00";Required;Blue;"Albuquerque USA";16.5;N/A;N/A;Unknown;0;"11 minute shower, 1.5 gallons per minute"
37;"5 Toilet Flushes";Hygiene;"2012-02-26 07:15:00";Required;Green;"Albuquerque USA";8;N/A;N/A;Unknown;0;"Today I considered whether to include the water footprint from the toilet paper I use each time, but I decided to only count the water footprint for things at the point of purchase.  So, if I buy new toilet paper, I will count it all at once.  So I guess using public restrooms should add more because of the toilet paper they bought..."
37;"5 Hand Washes";Hygiene;"2012-02-26 07:15:00";Required;Green;"Albuquerque USA";10;N/A;N/A;Unknown;0;"Estimating about five minutes of handwashing at 2 gallons/minute."
37;Coffee;Beverage;"2012-02-26 07:15:00";Required;Green;"Albuquerque USA";0.4;Required;Unknown;Unknown;0;"I am sure there is indirect use from the coffee itself, but I am choosing to only count water footprints for durable items that I purchase during the time of this trial, and I bought the coffee before we started measuring."
37;Oatmeal;Food;"2012-02-26 07:15:00";Required;Green;"Albuquerque USA";0.125;Required;Unknown;Unknown;0;"I am sure there is indirect use in creating the oatmeal, but I am choosing to count the water footprint only for things that are purchased during the time of the diary."
37;Driving;Transportation;"2012-02-26 07:30:00";Optional;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;13;
37;"Dinner Out";Food;"2012-02-26 07:30:00";Required;Green;"Albuquerque USA";0.125;Required;Unknown;Unknown;45;"Estimating water use for salad and tea based off of treehugger.com (but the site is not very clear about how it got its numbers or the units of measurement)..."
37;Shower;Hygiene;"2012-02-27 07:30:00";Required;Green;"Albuquerque USA";40;N/A;N/A;Unknown;0;
37;"Drinking Water";Beverage;"2012-02-27 07:45:00";Required;Green;"Albuquerque USA";0.6;N/A;N/A;Unknown;0;
37;"New Clothing";Indirect;"2012-02-27 07:45:00";Optional;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;1400;"I bought a new suit; waterfootprint.org notes that one cotton shirt is equal to 2700 liters of water, so I used this to roughly estimate the water used to make a suit jacket and skirt."
37;"3 toilet flushes";Hygiene;"2012-02-27 07:45:00";Required;Green;"Albuquerque USA";4.8;N/A;N/A;Unknown;0;
37;"3 Hand Washes";Hygiene;"2012-02-27 07:45:00";Required;Green;"Albuquerque USA";6;N/A;N/A;Unknown;0;
37;"Brushing Teeth";Hygiene;"2012-02-27 07:45:00";Required;Green;"Albuquerque USA";2;N/A;N/A;Unknown;0;
37;"Drinking Water";Beverage;"2012-02-28 07:45:00";Required;Green;"Albuquerque USA";0.4;N/A;N/A;Unknown;0;
37;"4 Toilet Flushes and Hand Washes";Hygiene;"2012-02-28 07:45:00";Required;Green;"Albuquerque USA";14.4;N/A;N/A;Unknown;0;"4 flushes @ 1.6 gallons and 4 minutes washing @ 2 gallons/minute"
37;"2 loads laundry";laundry;"2012-02-28 07:45:00";Required;Unknown;"Albuquerque USA";80;N/A;N/A;Unknown;0;
37;"Brushing Teeth";Hygiene;"2012-02-28 07:45:00";Required;Green;"Albuquerque USA";2;N/A;N/A;Unknown;0;
37;"2 coffees, 1 water, 2 cups of tea";Beverage;"2012-02-29 07:45:00";Required;Green;"Albuquerque USA";1;N/A;N/A;Unknown;0;
37;Shower;Hygiene;"2012-02-29 07:45:00";Required;Green;"Albuquerque USA";40;N/A;N/A;Unknown;0;
37;"5 Toilet Flushes & Hand Washes";Hygiene;"2012-02-29 07:45:00";Required;Green;"Albuquerque USA";18;N/A;N/A;Unknown;0;
37;"1 Load Laundry";laundry;"2012-02-29 07:45:00";Required;Green;"Albuquerque USA";40;N/A;N/A;Unknown;0;
37;"2 coffees, 2 waters, 1 tea";Beverage;"2012-03-01 07:45:00";Required;Green;"Albuquerque USA";1;N/A;N/A;Unknown;0;
37;"4 Toilet Flushes and Hand Washes";Hygiene;"2012-03-01 07:45:00";Required;Green;"Albuquerque USA";14.4;N/A;N/A;Unknown;0;
37;"1 coffee, 1 water, 1 tea";Beverage;"2012-03-02 07:45:00";Required;Green;"Albuquerque USA";0.6;N/A;N/A;Unknown;0;
37;Shower;Hygiene;"2012-03-02 07:45:00";Required;Green;"Albuquerque USA";30;N/A;N/A;Unknown;0;
37;"4 Toilet Flushes and Hand Washes";Hygiene;"2012-03-02 08:00:00";Required;Green;"Albuquerque USA";14.4;N/A;N/A;Unknown;0;
37;"2 coffees, 1 water";Beverage;"2012-03-03 08:00:00";Required;Green;"Albuquerque USA";0.6;N/A;N/A;Unknown;0;
37;Shopping;Goods;"2012-03-03 08:00:00";Optional;Grey;"Albuquerque USA";0;Required;Unknown;Unknown;55;"I bought a new backpack, carob snacks, apple, halvah with wrapper, conditioner, goat cheese, journal, art cards, and toilet paper.  I am roughly estimating."
37;"4 Toilet Flushes and Hand Washes";Hygiene;"2012-03-03 08:00:00";Required;Green;"Albuquerque USA";6.4;N/A;N/A;Unknown;0;
37;"Dish Washer";cleaning;"2012-03-03 08:00:00";Required;Green;"Albuquerque USA";6;N/A;N/A;Unknown;0;
37;"3 coffees, 1 water";Beverage;"2012-03-04 08:00:00";Required;Green;"Albuquerque USA";0.8;N/A;N/A;Unknown;0;
37;"Brushing Teeth";Hygiene;"2012-03-03 08:00:00";Required;Green;"Albuquerque USA";2;N/A;N/A;Unknown;0;
37;"4 Toilet Flushes and Hand Washes";Hygiene;"2012-03-04 08:00:00";Required;Green;"Albuquerque USA";14.4;N/A;N/A;Unknown;0;
37;Shower;Hygiene;"2012-03-04 08:00:00";Required;Green;"Albuquerque USA";20;N/A;N/A;Unknown;0;
37;"Brushing Teeth";Hygiene;"2012-03-04 08:00:00";Required;Green;"Albuquerque USA";2;N/A;N/A;Unknown;0;
60;"All direct household";houshold;"2012-02-29 03:45:00";Required;Green;"Albuquerque USA";43;Required;Unknown;Unknown;25;"All indirect water use is estimated from the water calculator. "
60;"All direct household use ";houshold;"2012-03-01 03:00:00";Required;Green;"Albuquerque USA";40;Required;Unknown;Unknown;25;"Indirect was estimated from water calculator. Direct household water use was calculated from city water utility bill information. "
60;"Total direct water use ";household;"2012-03-02 03:00:00";Required;Green;"Albuquerque USA";41;Required;Unknown;Unknown;25;"Indirect water use was calculated with the water footprint calculator. Direct use information obtained from utility bill. "
60;"Total direct water use";household;"2012-03-02 18:00:00";Required;Green;"Albuquerque USA";47;Required;Unknown;Unknown;20;"Indirect water use was calculated with the water footprint calculator. Direct use information obtained from utility bill."
60;"Total direct water use";household;"2012-03-04 03:00:00";Required;Green;"Albuquerque USA";47;N/A;Unknown;Unknown;20;"Indirect water use was calculated with the water footprint calculator. Direct use information obtained from utility bill."
60;"Total direct water use";household;"2012-03-04 18:00:00";Required;Green;"Albuquerque USA";47;Required;Unknown;Unknown;20;"Indirect water use was calculated with the water footprint calculator. Direct use information obtained from utility bill."
58;Hygiene;Shower;"2012-02-25 13:15:00";Required;Blue;"Santa Fe USA";25;N/A;N/A;Unknown;0;"10 minute shower at 2.5 gal/min"
58;Restroom;"flush toilet";"2012-02-25 13:00:00";Required;Blue;"Santa  Fe USA";2;N/A;N/A;Unknown;0;
58;"wash dishes";"Washed Dishes";"2012-02-25 12:15:00";Required;Blue;"Santa Fe USA";3;N/A;N/A;Unknown;0;"hand washed dishes"
58;Restroom;"flush toilet";"2012-02-26 15:15:00";Required;Blue;"Santa FeUSA";20;N/A;N/A;Unknown;0;"total amount of water used for the day"
58;Hygiene;"hand washing";"2012-02-26 15:15:00";Required;Blue;"Santa Fe USA";4;N/A;N/A;Unknown;0;"estimated water use for different types of faucets."
58;Hygiene;"hand washing";"2012-02-26 15:15:00";Required;Blue;"Santa Fe USA";4;N/A;N/A;Unknown;0;"estimated water use for different types of faucets."
58;hygiene;"brushing teeth";"2012-02-26 16:00:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Total usage for the day"
58;food;Breakfast;"2012-02-26 16:30:00";Required;Blue;"Santa Fe USA";1;N/A;N/A;Unknown;0;"Cooked oatmeal and coffee with a french press."
58;Shower;Shower;"2012-02-26 17:00:00";Required;Blue;"Santa Fe USA";12.5;N/A;N/A;Unknown;0;"Shower use estimated with a 2.5 gpm shower head"
58;"Drinking water";"filled up water bottle";"2012-02-26 17:15:00";Required;Blue;"Santa Fe USA";0.5;N/A;N/A;Unknown;0;"Filled water bottle and 3 glasses of water"
58;Chickens;"water for my chickens";"2012-02-25 13:15:00";Required;Blue;"Santa Fe USA";1.5;N/A;N/A;Unknown;0;"water for my chickens"
58;Chickens;"Water for chickens";"2012-02-26 13:30:00";Required;Blue;"Santa Fe USA";1.5;N/A;N/A;Unknown;0;
58;Chickens;"Water for chickens";"2012-02-27 15:15:00";Required;Blue;"Santa Fe USA";1.5;N/A;N/A;Unknown;0;
58;Chickens;"Water for chickens";"2012-02-28 13:45:00";Required;Blue;"Santa Fe USA";1.5;N/A;N/A;Unknown;0;
58;Chickens;"Water for chickens";"2012-02-29 13:45:00";Required;Blue;"Santa Fe USA";1.5;N/A;N/A;Unknown;0;
58;Chickens;"Water for chickens";"2012-03-01 15:00:00";Required;Blue;"Santa Fe USA";1.5;N/A;N/A;Unknown;0;
58;Chickens;"water for my chickens";"2012-03-02 13:30:00";Required;Blue;"Santa Fe USA";1.5;N/A;N/A;Unknown;0;
